time,s1,s2
6.46,0.0010867229505316198,0.09891327704946833
6.47,0.0010791424553886217,0.09892085754461132
6.48,0.0010716148370587986,0.09892838516294114
6.49,0.0010641397266507545,0.09893586027334919
6.5,0.001056716757857046,0.0989432832421429
6.51,0.001049345566937521,0.09895065443306242
6.52,0.0010420257927028368,0.0989579742072971
6.53,0.0010347570764981616,0.09896524292350178
6.54,0.0010275390621870613,0.09897246093781288
6.55,0.001020371396135564,0.09897962860386438
6.56,0.0010132537271964124,0.09898674627280353
6.57,0.0010061857066934977,0.09899381429330645
6.58,9.991669884064772E-4,0.09900083301159346
6.59,9.921972285555716E-4,0.09900780277144437
6.6,9.852760857865495E-4,0.0990147239142134
6.61,9.784032211558916E-4,0.09902159677884406
6.62,9.715782981161423E-4,0.09902842170188379
6.63,9.648009825014378E-4,0.09903519901749851
6.64,9.580709425132223E-4,0.09904192905748672
6.65,9.513878487061452E-4,0.09904861215129379
6.66,9.447513739741438E-4,0.0990552486260258
6.67,9.381611935367034E-4,0.09906183880646323
6.68,9.316169849253057E-4,0.09906838301507465
6.69,9.251184279700579E-4,0.09907488157202989
6.7,9.18665204786507E-4,0.09908133479521344
6.71,9.12256999762632E-4,0.09908774300023732
6.72,9.058934995460248E-4,0.09909410650045392
6.73,8.995743928287414E-4,0.09910042560717121
6.74,8.932993661726384E-4,0.09910670063382732
6.75,8.870681103641686E-4,0.09911293188963578
6.76,8.808803200156887E-4,0.09911911967998425
6.77,8.747356918751568E-4,0.0991252643081248
6.78,8.686339248121644E-4,0.09913136607518779
6.79,8.625747198041199E-4,0.09913742528019583
6.8,8.565577799225744E-4,0.09914344222007737
6.81,8.505828103197009E-4,0.09914941718968025
6.82,8.446495182149185E-4,0.09915535048178503
6.83,8.387576128816684E-4,0.09916124238711828
6.84,8.329068056343306E-4,0.09916709319436562
6.85,8.270968098152971E-4,0.09917290319018465
6.86,8.213273407821869E-4,0.09917867265921776
6.87,8.155981158952137E-4,0.09918440188410473
6.88,8.099088545046968E-4,0.09919009114549525
6.89,8.042592779387244E-4,0.09919574072206122
6.9,7.986491094909615E-4,0.09920135089050898
6.91,7.930780744086101E-4,0.09920692192559134
6.92,7.875458998805122E-4,0.09921245410011943
6.93,7.82052315025404E-4,0.09921794768497455
6.94,7.765970508803179E-4,0.09922340294911963
6.95,7.711798403891338E-4,0.0992288201596108
6.96,7.658004183912736E-4,0.09923419958160867
6.97,7.604585216105494E-4,0.0992395414783894
6.98,7.551538886441557E-4,0.09924484611135578
6.99,7.498862599518139E-4,0.09925011374004813
7.0,7.446553778450589E-4,0.09925534462215489
7.01,7.394609864766794E-4,0.09926053901352327
